Gene,TSS
Auh,53025046
Nfil3,53076408
Ror2,53381478
Sptlc1,53472730
Msx2,53568149
Drd1a,54151027
Sfxn1,54167213
Hrh2,54287497
Cplx2,54472712
Thoc3,54570201
4732471D19Rik,54605165
4833439L19Rik,54666743
Arl10,54676373
Nop16,54691435
Higd2a,54691591
Cltb,54712633
Faf2,54723144
Rnf44,54789169
Rnf44,54789561
Rnf44,54795321
Cdhr2,54802823
Gprin1,54851030
Sncb,54867801
Eif4e1b,54885363
Eif4e1b,54885380
Tspan17,54890765
Unc5a,55050792
Hk3,55122695
Uimc1,55201656
Zfp346,55206669
Fgfr4,55254178
Nsd1,55311142
Rab24,55423341
Prelid1,55423415
Mxd3,55431091
Lman2,55464144
Rgs14,55471092
Slc34a1,55501008
Pfn3,55516593
F12,55528163
Grk6,55546694
Prr7,55565627
Dbn1,55589437
Pdlim7,55614800
Dok3,55629899
Ddx41,55638019
Fam193b,55671336
Fam193b,55672481
Tmed9,55694495
B4galt7,55701471
Caml,55724365
Ddx46,55736387
B230219D22Rik,55794484
Txndc15,55816010
Pcbd2,55828728
Catsper3,55885939
Pitx1,55932786
H2afy,56236911
Tifab,56280246
Neurog1,56353524
Cxcl14,56397912
AU042651,56539715
Il9,56583607
Fbxl21,56623868
Lect2,56649899
Tgfbi,56710963
Smad5,56804370
Smad5,56804412
Smad5,56805028
Trpc7,56996949
Spock1,58009693
Mir874,58124561
Hnrnpa0,58229917
5133401N09Rik,58259014
Ubqln1,58317014
Gkap1,58375549
Kif27,58456223
2210016F16Rik,58486586
Mir7-1,58494247
Rmi1,58503608
Hnrnpk,58503877
Rmi1,58503957
Slc28a3,58712238
Ntrk2,58907956
Ntrk2,58909193
Agtpbp1,59658680
Naa35,59686693
Golm1,59777145
4921517D22Rik,59795462
1700013B16Rik,59807558
Gm4934,59813644
4932411G14Rik,59833113
Isca1,59871150
Etohd2,59871326
Zcchc6,59924508
Gas1,60278896
Dapk1,60703307
Dapk1,60703571
BC051665,60887725
Ctsll3,60904205
4930486L24Rik,60965777
Ctla2b,60998808
Tpbpb,61006208
Ctla2a,61037927
Ctla2a,61037986
Tpbpa,61043296
Ctsj,61107272
Ctsq,61141958
Ctsr,61265549
Cts6,61304753
Cts8,61356709
Cts8-ps,61390211
Cts7,61459531
Ctsm,61643199
Cts3,61671426
BC052688,61872939
Zfp808,62231249
A130040M12Rik,62397849
Gm3604,62484534
8430426H19Rik,62568172
6720457D02Rik,62659959
Mir713,62862098
Fbp2,62959730
Fbp1,62989596
2010111I01Rik,63116293
Mir23b,63401791
Mir27b,63402019
Mir24-1,63402515
Fancc,63533053
Ptch1,63666828
0610007P08Rik,63916627
0610007P08Rik,63916641
Hsd17b3,64190509
Slc35d2,64230638
Zfp367,64254507
Habp4,64263173
Cdc14b,64349846
Cdc14b,64376296
1110018J18Rik,64414018
Ctsl,64471614
Cdk20,64533860
Cntnap3,65005196
4930458L03Rik,65018713
4932441B19Rik,65134365
Hiatl1,65214290
Olfr466,65253533
Nlrp4f,65307024
Zfp369,65380161
Gm10324,66214388
Uqcrb,67006286
Gm10767,67006350
Ptdss1,67033765
Mterfd1,67034008
Zfp712,67162106
Zfp708,67182481
Zfp708,67198912
Zfp759,67229163
Rsl1,67274117
Zfp455,67295441
Zfp458,67370004
F630042J09Rik,67379529
Zfp457,67407348
Zfp595,67433496
E130120F12Rik,67461508
Zfp456,67476699
Zfp429,67500703
Zfp459,67522354
Zfp874,67552560
9630025I21Rik,67585189
Zfp58,67601458
Zfp87,67627167
Zfp748,67654088
AA987161,67710600
A530054K11Rik,67738690
Zfp738,67784449
Zfp71-rs1,67830110
4930441O14Rik,67830198
Zfp85-rs1,67856071
Zfp493,67880629
Zfp273,67914752
BC048507,67964273
Mtrr,68720998
Fastkd3,68721124
1700001L19Rik,68736315
Adcy2,69138419
Papd7,69672742
Srd5a1,69750341
Nsun2,69750894
Ube2ql1,69878775
Med10,69948759
BC018507,70776512
Adamts16,70980688
Irx1,72101171
D430050G20,72766012
Irx2,72766425
Irx4,73397944
Ndufs6,73465930
Mrpl36,73468456
Lpcat1,73604830
Slc6a3,73674194
Clptm1l,73741748
Tert,73764448
Slc6a18,73815471
Slc6a19,73838143
Slc12a7,73901144
Nkd2,73985079
Trip13,74075215
Brd9,74075285
Zdhhc11,74101309
Tppp,74146866
Cep72,74199733
Slc9a3,74258962
Exoc3,74346148
Ahrr,74429757
Pdcd6,74454774
Sdha,74487688
Ccdc127,74487764
Lrrc14b,74501448
Zfp72,74514014
Zfp825,74631398
Erap1,74777319
Cast,74945369
Pcsk1,75227434
Mir682,75782493
Ell2,75844931
Glrx,75977333
Rhobtb3,76081272
Spata9,76105186
Rfesd,76156010
Rfesd,76156054
Rfesd,76156160
Gpr150,76194444
Arsk,76236108
Ttc37,76236181
Mctp1,76522408
Ankrd32,77274729
2210408I21Rik,77274796
Fam172a,77847950
Pou5f2,78164162
Nr2f1,78338243
Arrdc3,81022682
9330111N05Rik,81103334
Gpr98,81772143
Lysmd3,81796804
Polr3g,81850012
Mblac2,81850415
Cetn3,81922290
Mef2c,83643032
C130071C03Rik,83867710
Mir9-2,83878418
Tmem161b,84361900
Ccnh,85329081
Rasa1,85429091
Cox7c,86186400
Edil3,88961076
Hapln1,89680240
Vcan,89882117
Xrcc4,90229213
Tmem167,90229271
Atp6ap1l,91044960
Rps23,91062726
Gm15450,91062780
Atg10,91363592
Ssbp2,91600701
Acot12,91881125
4833422C13Rik,91881477
Zcchc9,91947301
Ckmt2,92016490
Rasgrf2,92901449
Dhfr,93124737
Msh3,93124958
Ankrd34b,93195923
Fam151b,93253986
Zfyve16,93300765
Spz1,93346187
Serinc5,93381092
Thbs4,93564773
Mtx3,93614741
Cmya5,93914679
Papd4,93962238
Homer1,94074449
Homer1,94077988
Jmy,94269644
Bhmt,94407713
Bhmt2,94444257
Dmgdh,94444390
Arsb,94541633
Lhfpl2,94827750
Scamp1,95055236
Ap3b1,95128914
Tbca,95558897
Otp,95645581
Wdr41,95746302
Pde8b,95993005
Pde8b,96020259
Zbed3,96095191
Aggf1,96145289
Crhbp,96214786
S100z,96248610
F2rl1,96295195
F2r,96388388
F2rl2,96466874
Iqgap2,96661877
Sv2c,96902532
Poc5,97158248
Ankdd1b,97241115
Polk,97312440
Col4a3bp,97312689
Hmgcr,97440891
Gcnt4,97694643
1700029F12Rik,97804317
Fam169a,97837241
Fam169a,97841597
Nsa2,97907881
Gfm2,97907891
Hexb,97968312
Enc1,98011059
Rgnef,98976120
Utp15,99032947
Ankra2,99033196
Btf3,99086922
Btf3,99086961
Foxd1,99124199
Tmem174,99407365
Tmem171,99464786
Fcho2,99585404
Tnpo1,99660997
Tnpo1,99696339
1700024P04Rik,99754520
Zfp366,99954777
Ptcd2,100114633
Mrps27,100114740
6430562O15Rik,100182781
Mtap1b,100286557
Cartpt,100670638
Mccc2,100785594
Bdp1,100874025
Serf1,100877973
Smn1,100894809
Naip2,100972047
Naip5,101017291
Naip6,101086571
Naip7,101087643
Naip1,101222819
Gtf2h2,101262564
Ocln,101322453
Marveld2,101386899
Marveld2,101386926
Rad17,101421014
Taf9,101421297
Taf9,101421561
Ccdc125,101439435
Cdk7,101500897
Mrps36,101514590
Cenph,101545854
Ccnb1,101556441
Slc30a5,101603382
Pik3r1,102462602
Pik3r1,102538172
Cd180,103483637
Mast4,104124572
Sfrs12,104554662
Erbb2ip,104710594
Nln,104899694
Sgtb,104899869
2410002O22Rik,104968546
Trim23,104969177
Ppwd1,105018924
Cenpk,105019034
Cenpk,105019467
Adamts6,105077952
Cwc27,105607033
Sfrs12ip1,105607318
Fam159b,105653973
Rgs7bp,105845010
4933425L06Rik,105872201
Rnf180,106083094
Htr1a,106233772
Ipo11,107726995
Dimt1,107737208
Kif2a,107812194
3830408C21Rik,107812649
Zswim6,108680258
2810008M24Rik,108834667
Ndufaf2,108948819
Ercc8,108948931
Elovl7,109004597
Depdc1b,109106530
Pde4d,109444370
Mir582,110114937
Rab3c,111070414
Gapt,111147380
Plk2,111185251
Actbl2,112045220
Gpbp1,112280249
Mier3,112476385
Map3k1,112599191
Ankrd55,113078658
Ankrd55,113078725
Il6st,113254277
Il31ra,113370870
Ddx4,113442518
Slc38a9,113450983
Ppap2a,113590999
Ppap2a,113591130
Skiv2l2,113717588
Dhx29,113718000
Ccno,113778009
Gm6320,113784075
Mir449c,113826190
Mir449b,113827626
Mir449a,113827741
Gpx8,113836596
Gzma,113891189
Gzmk,113971105
Esm1,113999866
Snx18,114408772
Hspb3,114453884
Arl15,114584715
Ndufs4,115178302
Fst,115248938
Mocs2,115608444
Itga2,115722249
Pelo,115880366
Itga1,115892172
Isl1,117099896
Parp8,117814323
Emb,118009379
Hcn1,118391126
Mrps30,119176059
Fgf10,119503505
Nnt,120197818
Nnt,120197945
Paip1,120217406
Paip1,120217713
4833420G17Rik,120251565
Gm7120,120276845
3110070M22Rik,120277191
Gm7120,120277666
Gm2897,3049285
Gm2897,3049304
D830030K20Rik,3224445
Gm1973,3500819
Gm3020,3518337
Gm1973,3740222
Gm8348,3757740
Gm3002,3920623
ENSMUSG00000068790,4126976
4930555G01Rik,5153653
Gm1973,6956219
Gm8348,6973740
Gm10406,7859963
Gm3696,7937971
Gm5797,8164909
4933406F09Rik,8244986
Flnb,8650470
Dnase1l3,8826696
Abhd6,8835415
Rpp14,8912826
Pxk,8930726
Pdhb,9005506
Kctd6,9046661
Acox2,9091353
Acox2,9091533
Fam107a,9142290
Oit1,9211277
4930452B06Rik,9498804
Gm3833,10716608
Fhit,11994546
Ptprg,12386066
3830406C13Rik,13116722
Fezf2,13178379
Cadps,13655593
Gm5087,14117152
Synpr,14117293
Synpr,14286471
Sntn,14503389
Thoc7,14793739
Atxn7,14845004
Psmd6,14953418
Olfr720,15008594
Olfr31,15160626
Il3ra,15179008
Slc4a7,15535538
Nek10,15697735
Lrrc3b,16271501
Ngly1,17081827
Oxsm,17082322
Top2b,17197719
Rarb,17407724
Thrb,18493473
Thrb,18814157
Nr1d2,19071620
Rpl15,19103500
Nkiras1,19103655
Ube2e1,19164358
Ube2e2,19726141
Gm5458,20421809
Nid2,20570478
2700060E02Rik,20643045
Gng2,20796471
1810063B07Rik,20902394
Kcnk5,21001004
Kcnk16,21088384
Nudt13,21113911
Ecd,21167343
Fam149b,21167383
Fam149b,21167443
Dnajc9,21208132
Mrps16,21212777
Ttc18,21271447
Anxa7,21299355
Zmynd17,21316123
1810062O18Rik,21365514
Ppp3cb,21365795
Usp54,21437576
Myoz1,21475762
Synpo2l,21487528
Sec24c,21493542
Fut11,21514189
Chchd1,21522248
6230400D17Rik,21522321
2310021P13Rik,21526773
Ndst2,21553784
Camk2g,21613310
Plau,21655883
Vcl,21748654
Ap3m1,21871664
Adk,21871854
Myst4,22319075
Dupd1,22533798
Dusp13,22562101
Dusp13,22567844
Samd8,22569752
Vdac2,22650782
Comtd1,22668132
Zfp503,22808823
1700112E06Rik,22838933
Gm10248,23913793
Kcnma1,24823427
Dlg5,25065142
E330034G19Rik,25112585
Polr3a,25306268
Rps24,25309902
Zmiz1,26278777
4931406H21Rik,26406289
Ppif,26513655
Ppifos,26520768
1700054O19Rik,26526759
Zcchc24,26588342
Anxa11,26661640
Plac9,26722379
D14Ertd449e,26746736
D14Ertd449e,26747188
Cphx,26762029
Gm10391,26802490
Plac9,26862145
D14Ertd449e,26886489
D14Ertd449e,26886941
Cphx,26901782
Gm10391,26942094
Plac9,27001759
D14Ertd449e,27026105
D14Ertd449e,27026557
Cphx,27041393
Gm10391,27081743
Slmap,27353226
Fam116a,27399035
Arf4,27457682
Pde12,27489332
Asb14,27707789
Appl1,27783737
Hesx1,27813547
Il17rd,27852186
Arhgef3,28051224
D14Abb1e,28242032
Ccdc66,28321646
Erc2,28435627
Wnt5a,29318658
Lrtm1,29831393
Cacna2d3,30535050
Selk,30781565
Actr8,30791522
Il17rb,30822082
Chdh,30822185
Chdh,30834488
Chdh,30835818
Cacna1d,31166672
Dcp1a,31292750
Cacna1d,31304342
Tkt,31362334
Prkcd,31423498
Rft1,31467560
Sfmbt1,31528034
Sfmbt1,31528352
Sfmbt1,31528800
Tmem110,31638779
Mustn1,31692442
Itih4,31699677
Itih3,31736773
Itih1,31756475
Nek4,31764673
Glt8d1,31814578
Glt8d1,31814618
Spcs1,31814852
Snord69,31827537
Snord19,31829458
Gnl3,31832275
Pbrm1,31832323
2010107H07Rik,31942116
Nt5dc2,31948038
Stab1,31981827
Nisch,32020012
Tnnc1,32021497
Sema3g,32031058
Phf7,32064404
Bap1,32064674
Dnahc1,32137082
Capn7,32149909
Sh3bp5,32249219
Mettl6,32308163
Eaf1,32308264
Colq,32390569
Hacl1,32454151
Btd,32454242
Ankrd28,32643601
Galntl2,32842288
Dph3,32898851
Oxnad1,32898913
Msmb,32955208
Ncoa4,32973077
Ncoa4,32978977
Timm23,33015077
Parg,33015156
Ogdhl,33135204
1700024G13Rik,33201559
Slc18a3,33278036
Chat,33279095
Ercc6,33326706
Prrxl1,33413112
1810011H11Rik,33599148
Fam170b,33647147
E130203B14Rik,33669941
Lrrc18,33804567
Wdfy4,33998252
Arhgap22,34030008
Mapk8,34260344
Ptpn20,34402455
Gdf10,34736772
Gdf2,34754224
Rbp3,34767207
Zfp488,34791950
Gm5460,34854263
Antxrl,34866655
Anxa8,34899175
Ppyr1,34965605
Gprin2,35014819
Syt15,35033231
Fam35a,35123689
Glud1,35123912
Gm3219,35158240
2200001I15Rik,35168579
Sncg,35187855
Mmrn2,35188689
Bmpr1a,35315732
Ldb3,35401793
Ldb3,35401867
Opn4,35413328
Wapal,35487113
Grid1,35633321
Mir346,35707794
4930596D02Rik,36625164
4930474N05Rik,36908150
Gcap14,37748754
Gcap14,37781950
Rgr,37862150
Lrit1,37868015
Lrit2,37881234
Cdhr1,37911497
Ghitm,37948452
Nrg3,40286376
Sh2d4b,41706254
Tspan14,41780096
5730469M10Rik,41827064
Dydc2,41882363
Dydc1,41886199
Mat1a,41918669
Sftpa1,41945076
Mbl1,41964744
Sftpd,41998487
1700001F09Rik,44026344
Gm10375,44185678
Ear1,44397304
Ear10,44501033
Ang3,44534733
Ang5,44540145
Ang6,44579934
Ear2,44680318
Ear3,44680551
4930503E14Rik,44749036
BC061237,45119792
Gm8267,45344662
Ptgdr,45479050
Ptger2,45607785
Txndc16,45839069
Gpr137c,45839391
Ero1l,45938202
Psmc6,45949498
Styx,45970860
Gnpnat1,46008471
Fermt2,46149740
Ddhd1,46277818
Gm1821,46703701
Gm15217,46999141
Bmp4,47010274
Cdkn3,47380215
Cnih,47408032
Gmfb,47441917
Cgrrf1,47451918
Samd4,47502639
Samd4,47621014
Gch1,47809077
Wdhd1,47896532
Socs4,47896817
Mapk1ip1l,47917988
Lgals3,47993534
Dlgap5,48038082
Fbxo34,48092235
D14Ertd436e,48188109
Ktn1,48283430
Peli2,48740543
Gm6498,48818390
6720456H20Rik,49066026
Otx2,49282547
Otx2os1,49288962
Mudeng,49686169
Exoc5,49686342
Naa30,49791901
1700011H14Rik,49865103
Slc35f4,50145512
3632451O06Rik,50403042
Olfr722,50521616
Olfr723,50549243
Olfr724,50580771
Olfr725,50655175
Olfr726,50704354
Olfr727,50746227
Olfr728,50760312
Olfr729,50768547
Olfr730,50806893
Olfr731,50858558
Olfr732,50901946
Olfr733,50919005
Olfr734,50940508
Olfr735,50966115
Tlr11,50980176
Olfr736,51012432
Olfr738,51033220
Olfr739,51044195
Olfr740,51072728
Olfr741,51092731
Olfr742,51134795
Olfr265,51153088
Olfr744,51237898
Olfr745,51261869
Olfr746,51272913
Olfr747,51301320
Olfr748,51330006
Olfr749,51363999
Ttc5,51405193
Ccnb1ip1,51415403
Rpph1,51427121
Mir685,51427267
Parp2,51427620
Tep1,51490229
Klhl33,51512930
Osgep,51544568
Apex1,51544695
Tmem55b,51550524
Pnp,51563977
Pnp2,51575815
Rnase10,51627425
Rnase10,51627603
Rnase9,51661542
Rnase11,51669770
Rnase12,51676895
Olfr750,51691117
Ang,51710751
Ang,51715674
Eddm3b,51736227
Rnase6,51748742
Rnase1,51766442
Ear5,51781934
Ang2,51815598
Ear4,51823364
Ear14,51823369
Ear11,51875787
Gm7247,51981430
Vmn2r88,52030675
Vmn2r89,52071636
Vmn2r89,52071637
Gm5622,52172464
Gm5800,52336807
Ang4,52393265
AY358078,52419720
Ear6,52473442
Ear7,52473672
Mett11d1,52504516
Slc39a2,52513284
Ndrg2,52533163
Tppp2,52538435
Rnase13,52542448
E130112L23Rik,52604507
G630016D24Rik,52636539
Zfp219,52640408
Olfr221,52655784
Snord58b,52688989
Hnrnpc,52723703
Rpgrip1,52730577
Supt16h,52816914
Snord8,52829559
Chd8,52857247
Tox4,52898820
Rab2b,52899070
Mettl3,52924799
Sall2,52948345
Olfr1513,52969719
Olfr1512,52992726
Olfr1511,53010446
Olfr1510,53030602
Olfr1509,53070067
Olfr1508,53087136
Olfr1507,53110721
Olfr1507,53115370
Dad1,54873604
Abhd4,54878971
Olfr49,54902600
Oxa1l,54980524
Slc7a7,55036536
Mrpl52,55045745
Mmp14,55050440
Lrp10,55082983
Rem2,55094936
Prmt5,55136307
Haus4,55173198
Jub,55196253
4931414P19Rik,55224745
Mir686,55235622
Psmb5,55236832
Psmb11,55244146
Cdh24,55260201
Acin1,55272522
Acin1,55272538
1700123O20Rik,55305007
Acin1,55305768
Cebpe,55331011
Slc7a8,55400723
Homez,55479327
Homez,55482995
Ppp1r3e,55496375
Bcl2l2,55502261
Pabpn1,55512979
Slc22a17,55531969
Efs,55545625
Il25,55551607
Cmtm5,55555306
Mir208a,55567979
Myh6,55585444
D830015G02Rik,55587623
Mir208b,55594613
Myh7,55613386
Ngdn,55634290
Zfhx2as,55691927
Zfhx2,55710885
Thtpa,55713620
Ap1g2,55725430
Jph4,55734274
Jph4,55735115
Dhrs2,55840843
Dhrs4,56097594
Lrrc16b,56109929
Cpne6,56129284
Cpne6,56130196
Nrl,56143028
Nrl,56143802
Pck2,56159102
Dcaf11,56178868
Fitm1,56194510
Psme1,56197330
Fam158a,56204091
Psme2,56209858
Psme2,56209938
Rnf31,56210626
Irf9,56222821
Irf9,56223415
Rec8,56237006
Ipo4,56254515
Tm9sf1,56262643
Tssk4,56269018
Tssk4,56269128
Mdp1,56279345
Nedd8,56290743
Gmpr2,56291071
Tinf2,56300654
Tgm1,56331925
Tgm1,56332329
Rabggta,56341013
Dhrs1,56364521
2610027L16Rik,56364529
Cideb,56377261
Ltb4r2,56380760
Ltb4r1,56384798
Adcy4,56402856
Ripk3,56407694
Nfatc4,56443631
Nynrin,56472951
Cbln3,56503093
Khnyn,56503805
Sdr39u1,56519069
Cma1,56563498
Mcpt-ps1,56571208
Cma2,56590264
Gm5801,56630317
Mcpt1,56636800
Mcpt9,56649332
Mcpt2,56660959
Mcpt4,56681147
Mcpt8,56704034
Ctsg,56721411
Gzme,56739462
Gzmd,56751430
Gzmg,56778416
Gzmn,56793433
Gzmf,56830244
Gzmc,56853493
Gzmb,56881097
Atp12a,56983904
Rnf17,57021533
Cenpj,57190683
Parp4,57194455
Mphosph8,57287084
Pspc1,57397153
Zmym5,57430553
Zmym2,57506630
Gja3,57676782
Gjb2,57723539
Gjb6,57744058
Gjb6,57752414
Cryl1,58017320
Ift88,58042907
Il17d,58143665
N6amt2,58190406
Xpo4,58283793
Lats2,58353255
Lats2,58364960
Sap18,58417025
Gm10094,58417054
F630043A04Rik,58445000
Mrp63,58445075
Zdhhc20,58509099
Efha1,58618099
Fgf9,58691522
1700129C05Rik,59761730
Gm5142,59797586
Rcbtb1,59820064
Gm6904,59879053
Phf11,59916359
Gm4902,59960167
D14Ertd668e,59984327
Gm6907,60012349
Setdb2,60059714
Cab39l,60059817
Cdadc1,60216796
Shisa2,60244117
Atp8a2,60705671
Mir719,60847752
Nupl1,60870215
Mtmr6,60884064
Fam123a,60997122
Spata13,61253565
C1qtnf9,61386970
Mipep,61403402
Tnfrsf19,61656824
Tnfrsf19,61665692
Sacs,61757293
Sgcg,61877327
Arl11,61928589
Ebpl,61979282
Kpna3,62058784
6330409N04Rik,62175723
Trim13,62217062
Trim13,62218348
Kcnrg,62226293
Kcnrg,62226318
Mir16-1,62250809
Mir15a,62250947
Dleu2,62301210
Dleu7,62911798
Rnaseh2b,62950941
Gucy1b2,63075126
Ints6,63379949
Wdfy2,63456526
Defb48,63603347
Defb47,63616913
Defb43,63630607
Defb30,63656683
Defb42,63665827
Ctsb,63741301
Fdft1,63796630
Neil2,63812362
Gata4,63864097
Blk,64036024
Fam167a,64055230
Tdh,64127929
Mtmr9,64162790
Xkr6,64225366
Mir598,64346025
2610028A01Rik,64479148
Sox7,64562542
4930578I06Rik,64606617
Rp1l1,64611267
4933401F05Rik,64704226
Prss52,64723159
Msra,65074740
Mir124a-1,65209493
Kif13b,65271367
Hmbox1,65568684
Ints9,65568881
Extl3,65716943
Fzd3,65881300
Fbxo16,65885537
Zfp395,65977512
Pnoc,66044046
Elp3,66211847
Scara5,66285239
Pbk,66424747
Esco2,66452806
Ccdc25,66456138
Scara3,66572581
Clu,66587319
Gulo,66628047
Adam2,66696570
Ephx2,66743337
Chrna2,66759796
Ptk2b,66832389
Ptk2b,66899889
Trim35,66915861
Stmn4,66963211
Adra1a,67254094
Dpysl2,67487437
Gm5464,67487686
Pnma2,67530044
Bnip3l,67627714
Ppp2r2a,67691266
Ebf2,67852128
Gm6878,67933548
Cdca2,68333667
Cdca2,68333898
Kctd9,68334154
Gnrh1,68363285
Dock5,68551629
Nefl,68701940
Nefm,68743061
Adam7,69151746
Adamdec1,69200129
Adam28,69273899
Stc1,69647345
Nkx2-6,69790075
Nkx3-1,69808748
Slc25a37,69903160
D930020E02Rik,69912356
Entpd4,69955207
Loxl2,70009282
R3hcc1,70107387
Chmp7,70132377
Tnfrsf10b,70167278
Rhobtb2,70205352
Pebp4,70240226
Egr3,70477251
Bin3,70499951
2610301G19Rik,70553598
9930012K11Rik,70559309
Pdlim2,70577479
Sorbs3,70607444
Ppp3cc,70689256
Slc39a14,70748240
Slc39a14,70751231
Piwil2,70828901
Polr3d,70843034
Polr3d,70843278
Mir320,70843316
Phyhip,70857323
Bmp1,70920067
Sftpc,70923888
Lgi3,70930627
Reep4,70945429
Hr,70953862
Nudt18,70977653
Fam160b2,70999642
Epb4.9,71029961
Fgf17,71042075
Npm2,71052891
Xpo7,71166435
Dok2,71174187
Gfra2,71289936
Fndc3a,73109810
Gm9199,73425409
Cysltr2,73448921
Rcbtb2,73542316
Rcbtb2,73542591
Mir687,73606658
Lpar6,73637697
Rb1,73725598
Itm2b,73785078
Med4,73909855
Nudt15,73948049
Sucla2,73952592
Htr2a,75040646
Esd,75132151
Lrch1,75347684
5031414D18Rik,75415833
Lrrc63,75530690
Lcp1,75536231
Cpb2,75642093
Zc3h13,75684179
Siah3,75855788
Spert,75991792
Spert,75992923
Cog3,76154300
Slc25a30,76186844
Tpt1,76245062
Snora31,76247729
Tpt1p,76248105
Kctd4,76354809
Gtf2f2,76410672
1200011I18Rik,76510622
Nufip1,76510697
Tsc22d1,76815627
Tsc22d1,76888242
Tsc22d1,76904316
Serp2,76956494
Serp2,76956696
1700108F19Rik,77077374
9030625A04Rik,77436424
Ccdc122,77436578
Enox1,77556622
Gm6994,77906675
Gm1587,78198775
Dnajc15,78274724
Epsti1,78304045
AU021034,78488814
Tnfsf11,78707850
Akap11,78936667
Dgkh,79124896
1300010F03Rik,79248984
AU017455,79647174
1190002H23Rik,79701442
Naa16,79790475
Mtrf1,79797578
Kbtbd7,79826317
Gm5465,79851641
Elf1,79881000
Wbp4,79881075
Sugt1,79987497
Lect1,80061977
Mir759,80138237
Pcdh8,80171119
Gm10845,80268983
Olfm4,80400108
Pcdh17,84843369
9630013A20Rik,84876231
Diap3,87540921
Tdrd3,87816389
Pcdh20,88871203
Gm5088,90296030
Pcdh9,94287951
4921530L21Rik,96280484
Klhl1,96918253
Dach1,98568762
2410129H14Rik,99445355
6720463M24Rik,99445595
Pibf1,99498651
Dis3,99498989
Klf5,99697909
Klf12,100549015
1700110M21Rik,101599286
Tbc1d4,102008408
Commd6,102039688
Uchl3,102053183
Lmo7,102129144
Kctd12,103381854
Irg1,103446228
Cln5,103469432
Fbxl3,103498726
Mycbp2,103746017
Scel,103912557
Slain1,104049459
Ednrb,104242913
Ednrb,104243390
Pou4f1,104867216
Rnf219,104921883
D130009I18Rik,105038363
Rbm26,105576544
Ndfip2,105658020
Spry2,106296036
Trim52,106505414
Slitrk1,109313456
Slitrk6,111154371
Slitrk5,112074336
Mir17,115442892
Mir18,115443072
Mir19a,115443221
Mir20a,115443378
Mir19b-1,115443526
Mirhg1,115443611
Mir92-1,115443648
Gpc5,115491436
Gpc6,117324536
Dct,118451468
Tgds,118531987
Gpr180,118536348
Sox21,118636252
Gm9376,118666379
Abcc4,119076153
Abcc4,119105441
Cldn10a,119187092
Cldn10a,119254171
Dzip1,119322389
Dnajc3,119337153
Uggt2,119498656
Hs6st3,119537486
Oxgr1,120441657
Mbnl2,120674890
Rap2a,120877682
Ipo5,121310415
Farp1,121434795
Stk24,121778452
Slc15a1,121904476
Dock9,122097639
Dock9,122138151
Dock9,122196956
Ubac2,122277827
Gpr18,122314996
Gpr183,122364415
Timm8a2,122433895
A330035P11Rik,122506196
Tm9sf2,122506303
Clybl,122580915
1700108J01Rik,122632860
Gm5089,122850337
Gm5089,122850368
Zic5,122864880
Zic2,122874605
Pcca,122933549
A2ld1,123312387
Tmtc4,123382483
Nalcn,124026366
Itgbl1,124059361
Fgf14,124591768
Fgf14,125076349
Sepp1,3220766
Sepp1,3220810
Sepp1,3220976
Ccdc152,3253526
Ghr,3421487
Ghr,3533230
Fbxo4,3929573
AW549877,3945752
Oxct1,3976427
BC037032,3977406
Plcxd3,4325490
C6,4677209
Heatr7b2,4848736
Card6,5058533
Rpl37,5066612
Snord72,5068420
Prkaa1,5093860
Ttc33,5135559
Ptger4,5193682
Ptger4,5193831
Dab2,6249788
Dab2,6336747
C9,6395332
Fyb,6529870
Rictor,6658380
Osmr,6824313
Lifr,7079571
Lifr,7090541
Egflam,7348304
Gdnf,7761010
Wdr70,8049209
Nup155,8059312
2410089E03Rik,8119105
Nipbl,8394463
Slc1a3,8660807
Ranbp3l,8918118
1110020G09Rik,9001008
Skp2,9070207
Lmbrd2,9070325
Ugt3a1,9209583
Ugt3a2,9265352
Capsl,9365782
Il7r,9459631
Spef2,9678561
Prlr,10106992
Agxt2,10288333
Dnajc21,10400271
Brix1,10415692
Rad1,10415788
Ttc23l,10488423
Gm10389,10530047
Rai14,10643295
Rai14,10644386
C1qtnf3,10882110
Amacr,10911510
Slc45a2,10930475
Rxfp3,10967723
Adamts12,10994544
Tars,11329413
Npr3,11835429
Sub1,11925762
Zfr,12047605
Mtmr12,12134848
Golph3,12251250
Pdzd2,12522311
6030458C11Rik,12754412
Rnasen,12754569
Cdh6,13103394
Cdh9,16707855
Cdh10,18750083
Acot10,20596505
Cdh12,21041206
Gm5803,22644739
Cdh18,22966217
Basp1,25343519
Gm5468,25343946
Myo10,25552304
Fam134b,25773018
Fam134b,25870641
Zfp622,25914120
11-Mar,26238826
Fbxl7,26825319
Mir297-1,27175876
Ank,27396431
Fam105b,27560448
Fam105a,27611253
Trio,27955603
Dnahc5,28133520
Ctnnd2,30102347
Dap,31154139
Ankrd33b,31297514
Ropn1l,31383444
6-Mar,31460792
Cmbl,31498666
Cct5,31531559
Fam173b,31531870
Tas2r119,32107043
Sema5a,32174567
Snord123,32176483
Sdc2,32850477
Pgcp,33012883
1700084J12Rik,33335694
Tspyl5,33617638
Mtdh,34012473
Laptm4b,34167780
Matn2,34236435
Rpl30,34372980
