CHROM,EPU start,EPU end,promoters inside the EPU
chr4,148688200,148800740,"148800740,"
chr4,148819550,148919225,"148829077,148859251,148859441,148892349,148919225,"
chr4,148924550,148982600,"148960746,"
chr4,148987850,149046600,"149037425,"
chr4,149053800,149118700,"149072817,149075738,149112143,149112145,"
chr4,149139775,149148376,"149148376,"
chr4,149205300,149329115,"149329115,"
chr4,149339850,149595100,"149383132,149442562,149461611,149493452,149523080,149575244,"
chr4,149603950,149772000,"149611305,149611432,149656024,"
chr4,149912400,150055000,"150026283,"
chr4,150224025,150284030,"150229199,150284030,"
chr4,150290450,150342900,"150294263,150302107,"
chr4,150418731,150436500,"150418731,150432062,"
chr4,151177150,151235866,"151235866,"
chr4,151307828,151401780,"151307828,151363095,151370288,151382999,151401780,"
chr4,151413435,151467050,"151413435,"
chr4,151490451,151510434,"151490451,151503034,151510434,"
chr4,151516000,152137225,"151526316,151532975,151552208,151560242,151573952,151648470,151665771,151671459,151692734,151699986,151712759,151851588,151852250,152071648,"
chr4,152729300,153380375,"152856939,153331345,153349190,153349669,"
chr4,153385911,153416786,"153385911,153400153,153416786,"
chr4,153421600,153674004,"153471282,153514317,153516480,153534793,153544821,153674004,"
chr4,153683900,154037300,"154010982,"
chr4,154041976,154089100,"154041976,"
chr4,154101050,154435750,"154230308,154243693,154273152,154302186,154335031,154338241,154385093,"
chr4,154441138,154489825,"154441138,154460406,154460685,"
chr4,154525450,154596644,"154596644,"
chr4,154606200,154624104,"154624104,"
chr4,154629600,154814100,"154719881,154735500,154772178,154783298,"
chr4,154829025,154847600,"154843223,"
chr4,154856325,154936500,"154865469,154936500,"
chr4,154975524,155091575,"154975524,154998977,155027493,155043336,155068580,155078923,"
chr4,155102000,155131500,"155108912,"
chr4,155148670,155159983,"155148670,155159983,"
chr4,155177726,155213788,"155177726,155186597,155205754,155213788,"
chr4,155221520,155243675,"155221520,155237462,155243549,155243675,"
chr4,155265871,155327800,"155265871,155265983,155317939,155320361,"
chr4,155336426,155357250,"155336426,"
chr4,155383400,155424926,"155387803,155400450,155424926,"
chr4,155428096,155502800,"155428096,155429094,155429859,155484106,"
chr4,155506800,155565600,"155559244,"
chr4,155574927,155586600,"155574927,155577392,"
chr5,3001058,3308600,"3001058,"
chr5,3333000,3512200,"3344311,"
chr5,3528600,3543832,"3543832,"
chr5,3578050,3600150,"3596065,3596547,"
chr5,3643850,3653900,"3647936,"
chr5,3869850,3893933,"3893933,"
chr5,3928185,3931550,"3928185,"
chr5,4077150,4179500,"4104697,"
chr5,4742250,4773500,"4758216,"
chr5,5215800,5441750,"5380251,"
chr5,5483575,5514976,"5514976,"
chr5,5540350,5573798,"5559501,5573798,"
chr5,5664232,5673300,"5664232,"
chr5,5683500,5722975,"5694077,5694568,"
chr5,7892000,7972225,"7960471,"
chr5,8046079,8085400,"8046079,8056541,"
chr5,8120800,8368081,"8368081,"
chr5,8409400,8459200,"8422606,8422849,"
chr5,8648850,8736000,"8660091,"
chr5,8790950,8848000,"8798146,"
chr5,8886000,8955500,"8893720,"
chr5,8971000,9042750,"8997146,"
chr5,9059325,9261300,"9100736,9161776,"
chr5,9266192,9720600,"9266192,9375703,"
chr5,10417000,12209400,"10866014,11127576,11340407,11594955,11918042,"
chr5,13791618,13879300,"13791618,"
chr5,13888700,14162600,"14025275,"
chr5,14438400,14794400,"14514917,"
chr5,14882600,15413650,"14914889,14938475,14945293,15033007,15124916,15186527,"
chr5,15440508,15777200,"15440508,"
chr5,16059367,16186200,"16059367,"
chr5,16942850,17873300,"16981939,17080633,17341714,17355610,17394777,17468387,17866231,"
chr5,17931300,19006350,"18732863,"
chr5,19377900,19574700,"19413335,"
chr5,20297800,20474050,"20387942,20388270,20456806,20457640,"
chr5,20692084,20761050,"20692084,"
chr5,20815450,20901900,"20878490,"
chr5,20918550,20930720,"20930495,20930720,"
chr5,21026750,21084200,"21049344,"
chr5,21136000,21157950,"21151423,21151801,"
chr5,21207163,21238775,"21207163,"
chr5,21242977,21291100,"21242977,21290983,21291100,"
chr5,21326450,21371422,"21371422,"
chr5,21831100,21894750,"21850523,"
chr5,21938925,22094775,"22034848,22056149,"
chr5,22102200,22252702,"22252010,22252702,"
chr5,22892700,23013675,"22940246,"
chr5,23021000,23122389,"23122389,"
chr5,23159200,23218484,"23218484,"
chr5,23263900,23344000,"23289479,23293561,"
chr5,23349963,23413825,"23349963,23358050,"
chr5,23531150,23558750,"23536501,"
chr5,23582900,23631275,"23606407,"
chr5,23670780,23709300,"23670780,"
chr5,23770100,23867000,"23857422,"
chr5,23894550,23897961,"23897961,"
chr5,23904700,23938750,"23919268,23929348,23931049,"
chr5,23951053,24010050,"23951053,23953664,23957994,"
chr5,24017975,24043200,"24032666,"
chr5,24046266,24055400,"24046266,"
chr5,24103600,24144200,"24107820,"
chr5,24151270,24173400,"24151270,"
chr5,24208300,24259700,"24236498,"
chr5,24348179,24433425,"24348179,24414327,"
chr5,24512050,24615575,"24606460,24606792,"
chr5,24687297,24696200,"24687297,"
chr5,25004601,25049800,"25004601,25005614,25021884,25035835,"
chr5,25131850,25211615,"25211615,"
chr5,25242100,26397400,"25265843,26366045,"
chr5,26415804,26619800,"26415804,26431854,26447965,"
chr5,27143896,27192350,"27143896,"
chr5,27202400,27517850,"27375738,"
chr5,27527400,27817100,"27588474,"
chr5,28024150,28136500,"28117879,"
chr5,28168486,28200300,"28168486,"
chr5,28350500,28625000,"28397951,28492235,28564413,"
chr5,28778000,28803700,"28793523,28793641,"
chr5,29497650,29597600,"29524545,"
chr5,29693700,29715150,"29704930,"
chr5,29744600,29761206,"29761206,"
chr5,29791500,29819400,"29805010,"
chr5,30014850,30134850,"30062437,30062476,"
chr5,30171000,30368200,"30339700,"
chr5,30373200,30427700,"30400165,"
chr5,30431735,30453800,"30431735,"
chr5,30467800,30514400,"30481520,30481861,"
chr5,30523550,30532262,"30532262,"
chr5,30541800,30604650,"30559157,"
chr5,30607913,30861700,"30607913,30764305,30768449,30848209,"
chr5,30873800,30933600,"30890542,"
chr5,30946350,30961150,"30950311,"
chr5,30969274,30999300,"30969274,"
chr5,31014267,31149150,"31014267,31117128,"
chr5,31191224,31262734,"31191224,31191378,31210095,31210161,31216158,31224267,31247800,31247853,31252438,31252478,31262734,"
chr5,31271049,31297250,"31271049,"
chr5,31357183,31410691,"31357183,31395900,31410691,"
chr5,31418984,31434200,"31418984,"
chr5,31452600,31466650,"31456615,"
chr5,31478000,31530550,"31482517,31495512,31495676,31504415,31504676,31522918,"
chr5,31593487,31754808,"31593487,31598250,31599953,31754808,"
chr5,31788231,31862600,"31788231,31797133,31829135,31829367,"
chr5,31892300,31971600,"31916323,"
chr5,31999983,32079000,"31999983,32000422,"
chr5,32415000,32516850,"32438844,"
chr5,32519425,32541456,"32535080,32541456,"
chr5,32655952,32675300,"32655952,"
chr5,32755700,32811200,"32761342,"
chr5,32896550,33128275,"32913605,33128275,"
chr5,33177850,33211050,"33196879,33206369,"
chr5,33327400,33373200,"33361464,"
chr5,33381900,33484350,"33446867,"
chr5,33536825,33626825,"33560887,33617618,"
chr5,33708900,33721344,"33721344,"
chr5,33972284,34083500,"33972284,33994955,34000481,34000795,34064372,34064408,34064954,"
chr5,34118800,34125353,"34125353,"
chr5,34166875,34303450,"34185760,34278907,"
chr5,34338632,34373800,"34338632,"
chr5,34448300,34630973,"34512073,34512097,34530359,34630973,"
chr5,34642000,34697600,"34679038,"
chr5,34717050,34776800,"34763499,"
chr5,34830300,34886013,"34856628,34868432,34886013,"
chr5,34892224,34958500,"34892224,34892336,34916362,"
chr5,34979763,35003027,"34979763,35002797,35003027,"
chr5,35013650,35133400,"35104388,"
chr5,35196950,35364775,"35258563,35292096,35341726,"
chr5,35371650,35384201,"35384201,"
chr5,35388450,35443600,"35399732,"
chr5,35587950,35777350,"35621214,35731765,"
chr5,35783200,35902700,"35868275,"
chr5,35917719,36093700,"35917719,35925708,36022431,36071925,"
chr5,36100528,36349500,"36100528,36235967,"
chr5,36353450,36795550,"36546669,36740788,"
chr5,36801200,36873272,"36807833,36827236,36873272,"
chr5,36877350,36925046,"36925046,"
chr5,36928875,37187993,"36928875,37087208,37139918,37187993,"
chr5,37221888,37225900,"37221888,"
chr5,37229800,37388300,"37259808,37380221,"
chr5,37419875,37694300,"37442095,37633318,37637030,"
chr5,37710100,37729716,"37728120,37729716,"
chr5,38045200,38157100,"38108392,38126757,"
chr5,38160600,38302300,"38211802,38215824,"
chr5,38430473,38494300,"38430473,"
chr5,38497325,38647300,"38550706,38611667,38611720,"
chr5,38651613,38658100,"38651613,"
chr5,38668642,38710747,"38668642,38710747,"
chr5,38861400,38960200,"38871545,38874624,38893391,38952834,"
chr5,39069000,39081800,"39076065,"
chr5,39986400,41592200,"40035870,"
chr5,42136175,42158875,"42155459,"
chr5,43541700,43676050,"43624701,43626593,"
chr5,43900100,44018800,"43906807,43993160,"
chr5,44035700,44057100,"44053684,"
chr5,44124300,44373001,"44173388,44210131,44260065,44373001,"
chr5,44432900,44504150,"44486007,44492975,"
chr5,44536950,44617845,"44617845,"
chr5,44856500,45502000,"45190946,"
chr5,45828300,45841468,"45841468,"
chr5,45844989,45854700,"45844989,"
chr5,45859600,45931100,"45884612,45911467,"
chr5,45986800,46030740,"46030740,"
chr5,46042750,46232675,"46061163,46118817,"
chr5,48172025,48404300,"48374393,"
chr5,49171400,49899200,"49280796,"
chr5,50425900,50450235,"50450235,"
chr5,51678200,52092950,"51945160,"
chr5,52548700,52601800,"52581758,52581919,"
chr5,52726800,52755042,"52755042,"
chr5,53048950,53060940,"53060940,"
chr5,53094600,53154225,"53132812,"
chr5,53174305,53183550,"53174305,"
chr5,53203600,53257350,"53225373,"
chr5,53404300,53506050,"53440591,"
chr5,53510900,53624200,"53604691,"
chr5,53915550,53976850,"53947017,"
chr5,54094600,54117725,"54098943,"
chr5,54176500,54208700,"54200865,"
chr5,54374550,54483950,"54389761,"
chr5,58109158,58112500,"58109158,58109259,"
chr5,60622700,62200081,"62200081,"
chr5,63074600,64259500,"63157416,63205061,64040341,64203733,"
chr5,64328550,64366350,"64360136,"
chr5,64476900,64520275,"64484188,"
chr5,64545500,64613100,"64551449,"
chr5,65135850,65257775,"65194761,"
chr5,65275325,65434450,"65323938,65351273,65361313,65361556,"
chr5,65522469,65604500,"65522469,65590934,"
chr5,65700150,65764550,"65726878,65739649,"
chr5,65782670,65793250,"65782670,65782735,"
chr5,65799400,65832650,"65827081,"
chr5,65845200,65892700,"65884074,"
chr5,65933750,66154759,"66089095,66154759,"
chr5,66161775,66559050,"66254807,66358362,66395524,66489417,66542207,66543163,"
chr5,66644600,66651363,"66651363,"
chr5,66856650,67034000,"67009910,"
chr5,67067359,67420025,"67067359,67137078,"
chr5,67490365,67568400,"67490365,"
chr5,67651890,67747700,"67651890,67698195,"
chr5,67810600,67845450,"67819038,"
chr5,67982050,67999121,"67999121,"
chr5,68197850,68238670,"68238670,"
chr5,69540800,69912850,"69732948,"
chr5,69975050,71640000,"69983524,71233856,71487088,"
chr5,71887000,71939444,"71939444,"
chr5,72030325,72221700,"72049547,72091254,"
chr5,72555800,72564150,"72559422,"
chr5,72574600,72636450,"72594567,72594581,"
chr5,72757500,72905200,"72895447,72895779,"
chr5,72910800,72978789,"72950884,72972323,72978789,"
chr5,73039034,73066600,"73039034,"
chr5,73109300,73156600,"73127744,73144012,"
chr5,73181700,73344750,"73259687,73305555,"
chr5,73386600,73408300,"73398142,"
chr5,73553700,73559678,"73559678,"
chr5,73563825,73679100,"73647857,"
chr5,73714500,73768450,"73729878,"
chr5,73783325,73832900,"73797316,"
chr5,73991650,74032000,"74023660,"
chr5,74038970,74067900,"74038970,74042618,"
chr5,74485550,74507200,"74489107,74489554,"
chr5,74533350,74617100,"74591350,"
chr5,74920600,74994400,"74927774,74931506,"
chr5,75051700,75135600,"75073897,75098928,"
chr5,75408825,75459400,"75440651,"
chr5,75463200,75530500,"75471625,"
chr5,75534300,75595600,"75548315,75552190,"
chr5,75960175,76052100,"75971011,75971015,"
chr5,76289200,76594600,"76374453,76569301,"
chr5,76607100,76656000,"76612904,"
chr5,76710350,76751000,"76733573,"
chr5,76781050,76792802,"76792802,"
chr5,76913101,76916900,"76913101,"
chr5,76951300,76965450,"76958347,"
chr5,77012800,77020738,"77020738,"
chr5,77080050,77307700,"77269623,"
chr5,77331300,77342100,"77334539,"
chr5,77353150,77398100,"77380435,77380603,"
chr5,77403725,77423100,"77403725,"
chr5,77433079,77436100,"77433079,"
chr5,77440950,77590900,"77445047,77524292,77544148,"
chr5,77640478,77727100,"77640478,77694518,"
chr5,77753800,77858175,"77837070,"
chr5,83328050,86076800,"83784220,84846407,"
chr5,86494608,86607200,"86494608,86500852,86601768,"
chr5,86718333,86922900,"86718333,86802412,86898015,"
chr5,86969900,87174832,"87061449,87105323,87174832,"
chr5,87207000,88254721,"87233514,87335962,87355528,87429884,87521580,87569365,87683813,87766220,87853228,87911283,87919896,87967220,87998031,88020636,88095248,88128446,88203591,88237146,88254721,"
chr5,88314719,88805132,"88314719,88354657,88408475,88431549,88515580,88697943,88746336,88805132,"
chr5,88849500,89002700,"88885035,88916999,88956922,88983507,"
chr5,89012598,89033050,"89012598,"
chr5,89071800,89130800,"89104605,89105196,"
chr5,89140825,89174925,"89149895,"
chr5,89194037,89214500,"89194037,"
chr5,89316284,89677600,"89316284,"
chr5,89877000,89949100,"89886790,"
chr5,89956453,90011050,"89956453,"
chr5,90308200,90372800,"90312359,"
chr5,90622400,90653021,"90653021,"
chr5,90804600,91011100,"90889914,90919739,90947974,"
chr5,91018675,91076250,"91069513,"
chr5,91188324,91337025,"91188324,91197543,91201460,91215128,91223559,91320270,91332924,"
chr5,91353050,91365700,"91360221,"
chr5,91402000,91564300,"91456542,91503642,"
chr5,91804700,91831939,"91831939,"
chr5,91893500,92015675,"91946725,"
chr5,92387450,92392094,"92391907,92392094,"
chr5,92404150,92420350,"92416498,"
chr5,92472032,92507425,"92472032,92472044,"
chr5,92522500,92575150,"92566963,"
chr5,92589400,92668725,"92644434,"
chr5,92672100,92682185,"92682185,"
chr5,92688400,92707207,"92707207,"
chr5,92712600,92760866,"92739050,92757105,92760866,"
chr5,92777880,92792303,"92777880,92792303,"
chr5,92849400,92870650,"92864225,"
chr5,92892350,93028600,"92934634,92984113,93000562,"
chr5,93032076,93053700,"93032076,"
chr5,93098925,93389250,"93104153,93112460,93238413,93327023,"
chr5,93416250,93474048,"93474048,"
chr5,93481300,93558800,"93522482,"
chr5,93581050,93696598,"93635521,93696598,"
chr5,93711100,96294300,"94100489,94499571,94735821,94806364,95294551,95384376,95611653,95885824,95902559,95939760,96165192,96204888,96221657,"
chr5,96621400,96686600,"96639133,"
chr5,96793300,96967425,"96802973,"
chr5,97218500,97264000,"97222403,"
chr5,97284900,97475350,"97426707,"
chr5,97526650,97540615,"97540615,"
chr5,97821349,97826550,"97821349,"
chr5,98375450,98498250,"98459981,"
chr5,98579600,98632200,"98609887,"
chr5,98683202,98721475,"98683202,"
chr5,98736000,98798400,"98758322,"
chr5,98852400,98982100,"98904683,"
chr5,99260550,99283457,"99283457,"
chr5,99406000,99466098,"99466098,"
chr5,99662375,99696550,"99681946,"
chr5,100004500,100171100,"100158079,"
chr5,100429450,100535600,"100468241,100469012,"
chr5,100569800,100588827,"100588827,"
chr5,100798650,100955250,"100845253,100927592,100929658,100947327,"
chr5,100972950,101135350,"101001224,101103275,"
chr5,101141100,101359175,"101148702,101227619,101227777,101249954,101275247,"
chr5,102001725,102098500,"102093730,"
chr5,102117400,102284125,"102194148,"
chr5,102897050,103146000,"102910409,"
chr5,103416650,103660450,"103640353,"
chr5,103841100,103916500,"103854210,"
chr5,103919675,104066700,"104058422,"
chr5,104073050,104111100,"104084743,104084751,"
chr5,104114500,104276450,"104183180,104183591,"
chr5,104326600,104340248,"104340248,"
chr5,104393250,104410100,"104406407,"
chr5,104424000,104503450,"104450815,104476029,"
chr5,104506627,104569900,"104506627,104543107,"
chr5,104578750,104599730,"104599730,"
chr5,104631635,104680600,"104631635,"
chr5,104728305,104741300,"104728305,"
chr5,104758000,104864136,"104864136,"
chr5,104882350,104900800,"104888475,"
chr5,105091300,105289087,"105289087,"
chr5,105387625,105787400,"105411736,105482580,105539311,105568571,105668552,105722718,105775491,"
chr5,105844793,105901725,"105844793,"
chr5,105909350,106083800,"105948489,"
chr5,106100100,106141950,"106128987,106129828,"
chr5,106305586,106351200,"106305586,"
chr5,106849900,106971300,"106887185,"
chr5,107389200,107528925,"107393340,"
chr5,107535850,107749300,"107718614,"
chr5,107832531,107878750,"107832531,107860567,"
chr5,107919650,107947750,"107926763,107926797,"
chr5,107991700,108026907,"108026398,108026658,108026735,108026907,"
chr5,108091200,108222600,"108153363,"
chr5,108263100,108426050,"108304126,108329608,108416096,"
chr5,108464850,108551500,"108494760,"
chr5,108697915,108783400,"108697915,108741943,"
chr5,108828600,108941000,"108863397,108877910,108890350,"
chr5,108974650,108979046,"108979046,"
chr5,109043300,109104668,"109058758,109058828,109089788,109098124,109104668,"
chr5,109110425,109156200,"109123247,"
chr5,109173900,109849031,"109224382,109237773,109281529,109435455,109488471,109526883,109621126,109653641,109726575,109759399,109849031,"
chr5,109895950,110032050,"109988012,"
chr5,110112900,110529577,"110263161,110425545,110528987,110529577,"
chr5,110537216,110551600,"110537216,110539110,"
chr5,110571400,110610350,"110605719,"
chr5,110651850,110792375,"110660059,110698918,110715187,110715337,110772054,110783114,"
chr5,110800800,110840100,"110816146,"
chr5,110850700,110902450,"110877522,"
chr5,110926775,111064900,"110973363,111032523,"
chr5,111068350,111082469,"111082401,111082469,"
chr5,111151100,111209634,"111199736,111209615,111209634,"
chr5,111215200,111239100,"111239100,"
chr5,111255925,111308821,"111268796,111269035,111308821,"
chr5,111408300,111527700,"111433162,"
chr5,111816900,112171000,"111847185,112010580,"
chr5,112397100,112742450,"112658015,112681522,112684840,112705726,"
chr5,112755388,113525450,"112755388,112772060,112772114,112785053,112821233,112878445,113006205,113325382,113444534,113497786,113510604,"
chr5,113592333,113655928,"113592333,113655928,"
chr5,113724050,113786313,"113739806,113772105,113786313,"
chr5,113791550,114066800,"113919466,"
chr5,114082950,114100399,"114100399,"
chr5,114104900,114216950,"114174781,114185790,"
chr5,114221658,114422900,"114221658,114222820,114250361,114280510,114358715,"
chr5,114449600,114486650,"114453834,"
chr5,114507000,114830615,"114541389,114550341,114578185,114580443,114581164,114615526,114723770,114764949,114830514,114830615,"
chr5,114863050,115115850,"114894036,114894314,115018259,115108430,"
chr5,115117950,115300446,"115140944,115157787,115223500,115223501,115224992,115225148,115263985,115273477,115300446,"
chr5,115365350,115378000,"115373248,"
chr5,115395900,115562825,"115421071,115461532,"
chr5,115576200,115584984,"115584984,"
chr5,115590900,115726100,"115608185,115636130,115685859,115722904,"
chr5,115737300,115750999,"115750999,"
chr5,115777185,115794900,"115777185,115791170,115791255,"
chr5,115798964,115930750,"115798964,115879693,115916274,"
chr5,115952050,116015271,"115956710,116009475,116015271,"
chr5,116035900,116319450,"116081825,116081995,116181568,116295664,"
chr5,116461500,116474437,"116474437,"
chr5,116480725,116738994,"116533255,116738994,"
chr5,116810300,117089100,"116872873,116888730,117041826,"
chr5,117538925,117566002,"117566002,"
chr5,117575300,117643500,"117583603,"
chr5,117729700,117803700,"117737573,117769274,"
chr5,117825475,117877700,"117839032,117864008,117864837,"
chr5,118108250,118387950,"118317127,"
chr5,118399750,118687200,"118426778,118477832,118605467,118619772,"
chr5,118694870,118715300,"118694870,118695034,118695235,"
chr5,118886000,119167200,"119010727,"
chr5,120013900,120206000,"120120677,"
chr5,120212600,120341400,"120284671,"
chr5,120506400,120953632,"120566521,120881894,120922772,120926555,120953632,"
chr5,120961200,120967450,"120961200,"
chr5,120999750,121179300,"121038622,121039031,121062578,121063138,121098830,121161678,"
chr5,121196450,121199857,"121199857,"
chr5,121204950,121293000,"121227668,121245539,121262523,121262643,121262646,"
chr5,121297375,121641406,"121297375,121311430,121337607,121357534,121364826,121459527,121641406,"
chr5,121654509,121902717,"121654509,121835624,121847990,121902483,121902717,"
chr5,121910200,121943800,"121913189,"
chr5,121952989,121959750,"121952989,"
chr5,121971704,121992350,"121971704,"
chr5,121999950,122064600,"122043833,"
chr5,122110519,122157500,"122110519,122110594,"
chr5,122161617,122226850,"122161617,"
chr5,122245850,122321200,"122286810,122299036,"
chr5,122328400,122725150,"122497834,122550988,122588071,122608287,122659745,122660306,122714469,"
chr5,122730350,122782350,"122734406,"
chr5,122804204,122822516,"122804204,122804421,122821972,122822516,"
chr5,122827000,122862450,"122841936,"
chr5,122872452,122886900,"122872452,"
chr5,122889700,123003500,"122952234,"
chr5,123052350,123064527,"123064527,"
chr5,123087525,123136400,"123093919,"
chr5,123141750,123168150,"123157565,"
chr5,123207275,123234400,"123214303,"
chr5,123245300,123314700,"123271348,123300196,"
chr5,123350359,123460000,"123350359,123438542,123439101,"
chr5,123465082,123682650,"123465082,123496829,123526283,123582638,123632695,123678198,"
chr5,123788850,123809300,"123794456,"
chr5,123814550,123887000,"123844827,"
chr5,123894000,124032325,"123932110,123939333,123960468,123974173,124023024,"
chr5,124100700,124209200,"124134300,124171053,124199421,124199734,"
chr5,124294475,124315518,"124315518,"
chr5,124320000,124388450,"124330029,124357283,124380697,"
chr5,124414650,124545807,"124423636,124482269,124545807,"
chr5,124553150,124699200,"124562346,124566116,124666427,"
chr5,124702800,124778460,"124778097,124778460,"
chr5,124792500,124814400,"124804637,"
chr5,124875923,124928244,"124875923,124889938,124928244,"
chr5,124933163,124939350,"124933163,"
chr5,124945925,124990799,"124981400,124990799,"
chr5,124997500,125006900,"125002872,"
chr5,125018450,125055000,"125029066,125029156,125048757,"
chr5,125059150,125346600,"125079647,125205454,125342591,125343074,"
chr5,125366225,125857750,"125483844,125659584,125821444,"
chr5,125862400,125893700,"125870387,"
chr5,125899125,126286450,"125914418,125921937,125956242,"
chr5,127654400,127869000,"127722195,"
chr5,128090800,128105850,"128097762,"
chr5,128112631,128261700,"128112631,"
chr5,128924450,129173350,"128938937,129106562,129106980,"
chr5,129225300,129536525,"129242120,129459237,129514439,129526030,"
chr5,129550000,129634800,"129602624,"
chr5,129887000,130007105,"130007105,"
chr5,130019200,130117550,"130090088,"
chr5,130169400,130175963,"130175963,"
chr5,130217150,130293260,"130221402,130230949,130293129,130293260,"
chr5,130296650,130322865,"130300436,130322865,"
chr5,130395175,130474050,"130417982,"
chr5,130484300,130537400,"130500201,130505175,"
chr5,130543950,130574400,"130549195,130555355,"
chr5,130614625,130689700,"130620757,130663049,"
chr5,130692000,130708275,"130695613,"
chr5,130723500,130753900,"130731332,130731488,130732906,"
chr5,130801500,130845327,"130845327,"
chr5,130849200,131168000,"130924661,"
chr5,131740425,131801450,"131783392,"
chr5,132833400,133022200,"133018213,"
chr5,134631100,134655950,"134652637,"
chr5,134659907,134682700,"134659907,"
chr5,134690400,134786250,"134705495,"
chr5,134790616,134847200,"134790616,"
chr5,134860100,135031900,"134932132,134932581,135028304,"
chr5,135035963,135107200,"135035963,135058559,135090893,"
chr5,135133350,135229550,"135164460,135223124,"
chr5,135387250,135477220,"135391396,135408242,135422804,135462083,135477220,"
chr5,135489027,135495050,"135489027,"
chr5,135507550,135540075,"135539980,135540075,"
chr5,135548400,135554136,"135554136,"
chr5,135563000,135625580,"135582782,135625580,"
chr5,135637900,135699000,"135644241,135663192,"
chr5,135713000,135771400,"135726917,"
chr5,135812200,135930450,"135825861,135829165,135845822,135870416,"
chr5,135988600,136027575,"136020992,"
chr5,136039439,136098050,"136039439,136048913,"
chr5,136118625,136204550,"136165083,"
chr5,136209300,136808950,"136220042,136254161,136254518,136293975,136363788,136410511,136450346,136455974,136470746,136514365,136533136,136559785,136592560,136611944,136614650,136646526,136674824,136720773,"
chr5,136827300,137037675,"136851673,"
chr5,137043275,137402400,"137043275,137043301,137169015,137170046,137358977,137384019,137395015,"
chr5,137405250,137443738,"137429144,137437946,137443738,"
chr5,137448850,137554800,"137462888,137463752,137467302,137506164,137521930,137548142,"
chr5,137569800,137592077,"137592077,"
chr5,137735896,137744100,"137735896,"
chr5,137759850,137774810,"137774810,"
chr5,137779750,137816900,"137791336,"
chr5,137822200,137935000,"137918292,137927044,"
chr5,137955150,138048150,"137960107,137974457,137994782,138011078,138042268,"
chr5,138059450,138091100,"138066306,138070350,138082700,138086942,"
chr5,138094000,138196650,"138125845,138125921,138181226,138187223,"
chr5,138220145,138229029,"138220145,138227929,138229029,"
chr5,138259050,138324350,"138277506,138299277,138312986,"
chr5,138328300,138383150,"138362847,"
chr5,138416450,138558132,"138422748,138462503,138462656,138478451,138526311,138558132,"
chr5,138602329,138643700,"138602329,138606632,138606838,138607046,138613090,138613248,138628414,138628762,138635541,"
chr5,138667131,138721736,"138667131,138696709,138705280,138713982,138721165,138721736,"
chr5,138806500,138882703,"138882703,"
chr5,138905100,139057700,"139005922,"
chr5,139060971,139099000,"139060971,139064086,"
chr5,139160100,139241100,"139231034,"
chr5,139450375,139667400,"139470907,139605706,139626176,"
chr5,139672950,139696650,"139676623,"
chr5,139702000,139828570,"139728277,139729450,139801418,139821120,139828570,"
chr5,139843200,139895250,"139845699,139853650,139856620,139865857,139882340,"
chr5,139899132,139936488,"139899132,139936488,"
chr5,139948000,140064600,"139960445,140019851,"
chr5,140135000,140338500,"140212287,140251632,140267489,140289197,140290237,140302797,"
chr5,140353700,140570850,"140383896,"
chr5,140597800,140822200,"140797506,140807852,140807875,"
chr5,140825525,140891550,"140865201,"
chr5,140931100,141219900,"140981562,141041021,141083294,141124985,141178332,141180976,141200080,"
chr5,141231950,141314900,"141306385,"
chr5,141323200,141683350,"141476550,"
chr5,141710825,141717487,"141717487,"
chr5,142877450,142919400,"142877450,"
chr5,142934600,143006030,"142939884,143006030,"
chr5,143012200,143174500,"143027031,143084706,143105537,"
chr5,143178054,143199300,"143178054,"
chr5,143515950,143653700,"143579066,"
chr5,143675050,143771650,"143722033,"
chr5,143874673,143901900,"143874673,"
chr5,143915500,143942695,"143942422,143942695,"
chr5,143996886,144096600,"143996886,144031701,144077039,144090905,144090986,"
chr5,144119016,144185050,"144119016,144125586,144165498,"
chr5,144225360,144261650,"144225360,"
chr5,144271950,144288861,"144288861,"
chr5,144293900,144472500,"144309573,144383315,144412109,"
chr5,144493149,144527550,"144493149,144519222,"
chr5,144532400,144856950,"144578660,144655936,144670708,144670869,144775722,144811478,"
chr5,144893900,144984447,"144951154,144984447,"
chr5,144999900,145005305,"145005305,"
chr5,145007950,145188600,"145016093,145118981,"
chr5,145200200,145334275,"145306755,"
chr5,145377400,145820900,"145522447,145529660,145726699,145770505,145793633,145803858,"
chr5,145844737,145851550,"145844737,"
chr5,145875124,145878800,"145875124,"
chr5,145887450,145965427,"145900958,145901265,145927973,145928092,145952461,145962751,145965427,"
chr5,145979400,146008200,"145992583,145992627,"
chr5,146030775,146048625,"146044211,"
chr5,146055800,147141500,"146106138,146230592,146345599,146531712,146617450,146691430,146821193,146821194,146890833,146996880,147033013,147043250,"
chr5,147144200,147242550,"147196581,"
chr5,147263500,147390100,"147313974,"
chr5,147395980,147417700,"147395980,147396815,"
chr5,147606532,147640975,"147606532,"
chr5,147765925,147818400,"147775350,"
chr5,147835600,148361025,"147888148,147889116,147889143,148000271,148081706,148118825,148134016,148212065,148230195,148242155,"
chr5,148442850,148537564,"148537564,"
chr5,148672203,148783100,"148672203,148706378,148768895,"
chr5,149143975,149228400,"149211480,"
chr5,149285850,149370950,"149364364,"
chr5,149526200,149730300,"149553415,"
chr5,149740223,149751350,"149740223,"
chr5,149854750,149967768,"149864613,149967768,"
chr5,149975275,150025700,"149995639,149996135,"
